u_mag,g_mag,r_mag,i_mag,z_mag,redshift,petroR50_u,petroR50_r,class
18.943,19.369,19.7,19.626,19.613,0.000854,0.528,0.471,STAR
19.794,20.124,20.23,20.425,20.493,2.791752,1.241,1.43,QSO
17.918,18.163,18.207,18.407,18.557,0.000794,0.643,0.471,STAR
16.469,17.179,17.859,18.212,18.099,0.436666,1.689,2.508,GALAXY
19.275,19.677,19.915,20.158,20.222,0.001105,0.569,0.558,STAR
17.002,17.13,17.564,17.76,17.821,0.000292,0.383,0.438,STAR
19.65,19.93,19.962,20.16,20.211,1.332367,1.144,0.744,QSO
17.822,18.004,18.092,18.166,18.161,0.662243,1.053,0.879,QSO
19.262,19.593,19.75,19.86,20.027,1.992703,1.152,0.912,QSO
18.986,19.076,19.37,19.489,19.578,1.164757,1.144,0.374,QSO
20.325,20.428,20.771,20.878,21.035,0.000901,0.452,0.666,STAR
17.016,17.146,17.619,17.819,17.925,0.000804,0.495,0.528,STAR
20.706,21.105,21.861,22.107,22.236,0.505337,3.635,3.1,GALAXY
17.994,18.186,18.298,18.675,18.929,-0.117743,2.364,4.225,GALAXY
18.525,18.737,18.911,19.013,19.059,0.001473,0.587,0.613,STAR
15.196,15.374,15.48,15.716,15.679,0.000714,0.517,0.527,STAR
15.894,16.369,16.863,16.951,17.074,0.329331,2.754,1.795,GALAXY
20.449,20.728,20.81,21.028,21.137,0.001063,0.575,0.501,STAR
19.128,19.269,19.692,20.265,20.509,0.150062,3.909,2.013,GALAXY
17.196,17.391,17.589,17.663,17.63,0.000464,0.724,0.676,STAR
16.105,16.629,17.155,17.253,17.347,0.001355,0.52,0.587,STAR
18.877,19.776,20.304,20.545,20.791,0.578022,1.469,3.49,GALAXY
19.346,19.914,20.265,20.26,20.484,0.000521,0.288,0.727,STAR
17.532,17.891,18.094,18.207,18.153,0.000876,0.506,0.464,STAR
17.665,17.871,18.089,18.105,18.31,0.000397,0.615,0.451,STAR
16.856,17.043,16.898,17.082,17.32,0.001736,0.664,0.444,STAR
17.406,18.037,18.342,18.61,18.975,0.29391,2.732,2.233,GALAXY
20.739,20.856,21.13,21.177,21.278,0.302025,0.712,0.944,QSO
16.52,16.783,16.913,17.04,17.13,0.618263,1.264,1.643,QSO
17.135,17.61,17.652,17.727,17.888,0.001893,0.438,0.349,STAR
17.845,18.071,18.085,18.178,18.633,0.351081,2.844,2.548,GALAXY
18.338,18.314,18.631,18.778,19.062,0.001844,0.54,0.636,STAR
15.373,15.815,16.507,16.584,16.958,0.181832,4.099,2.638,GALAXY
20.137,20.953,20.855,21.019,21.318,0.219468,1.28,1.571,GALAXY
17.312,17.948,18.054,18.158,18.269,1.284233,0.919,1.057,QSO
17.075,17.241,17.46,17.551,17.555,0.587244,1.442,1.258,QSO
16.457,16.419,16.561,16.691,16.859,2.164734,1.383,0.629,QSO
20.435,20.863,20.858,21.119,21.262,1.534495,1.653,1.112,QSO
19.655,19.786,19.961,20.185,20.449,0.479871,1.924,3.076,GALAXY
19.627,20.052,20.357,20.558,20.614,0.190287,3.846,3.245,GALAXY
19.787,19.934,20.424,20.525,20.868,0.324954,3.875,2.599,GALAXY
21.453,22.174,22.992,23.361,23.421,0.398834,3.815,1.715,GALAXY
18.94,19.278,19.392,19.401,19.49,2.89082,1.391,0.776,QSO
17.538,18.215,18.753,18.823,19.053,0.451798,2.831,3.91,GALAXY
25.969,27.075,26.778,27.102,27.119,0.321386,2.454,1.83,GALAXY
17.372,17.486,17.865,17.956,18.022,0.001101,0.498,0.557,STAR
22.023,22.795,23.09,23.409,23.623,0.285084,1.258,2.661,GALAXY
14.356,14.447,14.587,14.683,14.821,0.00056,0.441,0.552,STAR
18.903,18.91,18.96,19.028,19.117,1.902783,1.125,1.086,QSO
15.431,15.842,15.875,15.986,16.11,0.001473,0.397,0.375,STAR
20.673,21.182,21.646,21.963,22.131,0.548987,2.965,2.615,GALAXY
20.209,20.838,21.071,21.498,21.886,0.512171,2.478,3.744,GALAXY
22.543,23.257,23.744,24.11,24.232,0.753018,1.976,2.239,GALAXY
20.264,20.566,20.506,21.081,21.244,0.307697,2.314,2.315,GALAXY
20.455,20.993,21.312,21.887,22.12,0.513839,2.069,2.255,GALAXY
20.736,21.403,21.874,22.213,22.422,0.242928,2.045,2.933,GALAXY
19.227,19.274,19.444,19.435,19.487,1.436467,0.656,1.104,QSO
16.788,17.241,17.365,17.676,17.853,0.001256,0.439,0.487,STAR
19.978,20.222,20.342,20.446,20.597,0.001061,0.493,0.57,STAR
17.374,17.255,17.346,17.523,17.696,0.001711,0.484,0.554,STAR
17.028,17.377,17.748,17.895,17.952,1.185174,1.094,0.872,QSO
20.918,21.551,22.227,22.15,22.503,-0.056121,3.222,3.152,GALAXY
18.468,18.741,18.925,19.115,19.035,0.00123,0.231,0.478,STAR
18.641,19.255,19.56,19.652,19.555,0.001125,0.491,0.651,STAR
19.703,20.338,20.842,21.299,21.369,0.58731,3.136,2.019,GALAXY
18.355,18.571,18.871,19.095,19.289,0.00211,0.447,0.675,STAR
21.251,21.831,21.777,22.461,22.759,0.336035,1.741,1.813,GALAXY
20.959,21.0,20.956,21.087,21.206,1.28108,0.707,0.672,QSO
17.053,17.797,18.021,18.335,18.513,0.211497,2.951,2.19,GALAXY
19.503,19.795,19.848,20.063,20.13,0.001595,0.492,0.547,STAR
17.863,18.377,18.512,18.647,18.711,1.876854,1.14,1.292,QSO
21.503,21.637,21.753,21.828,21.957,0.000765,0.618,0.478,STAR
17.562,17.61,17.644,17.827,17.917,0.895724,1.232,0.611,QSO
17.019,16.938,16.966,17.154,17.393,0.185177,2.707,1.844,GALAXY
19.345,20.029,20.081,20.328,20.359,0.000359,0.435,0.461,STAR
18.387,18.645,19.329,19.64,19.791,0.419536,2.721,3.248,GALAXY
19.508,19.843,20.014,20.18,20.216,0.000998,0.572,0.639,STAR
17.658,17.71,17.751,17.859,18.116,0.001081,0.557,0.524,STAR
18.689,19.077,19.517,19.793,20.03,0.349852,2.626,2.22,GALAXY
19.022,19.091,19.45,19.59,19.774,0.001559,0.529,0.465,STAR
22.219,22.617,22.81,22.921,23.046,1.670503,1.431,1.962,QSO
16.381,17.11,17.757,18.091,18.282,0.514993,2.699,1.773,GALAXY
17.553,17.534,17.928,18.064,18.123,0.001423,0.596,0.534,STAR
16.779,16.879,17.046,16.993,17.169,0.000945,0.707,0.507,STAR
15.888,16.026,16.031,16.107,16.268,0.00103,0.571,0.379,STAR
16.293,16.855,17.298,17.536,17.789,0.091015,1.925,3.609,GALAXY
17.794,18.427,18.742,19.146,19.434,0.148116,3.455,3.162,GALAXY
21.572,22.094,22.728,23.067,23.272,0.063566,3.038,2.023,GALAXY
17.526,17.831,18.089,18.224,18.282,0.00213,0.535,0.683,STAR
18.599,18.953,19.33,19.506,19.695,0.221436,1.694,2.906,GALAXY
20.863,21.442,21.606,21.517,21.791,0.369304,2.313,1.435,GALAXY
16.304,16.593,16.609,16.65,16.796,0.001438,0.568,0.304,STAR
14.796,15.407,15.845,16.527,17.11,-0.032934,2.666,2.744,GALAXY
21.209,21.537,21.825,21.893,22.216,0.307471,2.493,2.085,GALAXY
17.697,17.889,17.8,17.98,18.121,0.00171,0.525,0.54,STAR
17.193,17.36,17.891,18.169,18.39,0.000561,0.426,0.527,STAR
20.903,21.358,21.494,21.708,21.881,0.001011,0.608,0.561,STAR
16.885,17.204,17.309,17.659,17.91,0.331292,2.842,2.643,GALAXY
17.136,17.014,17.125,17.205,17.252,0.000766,0.426,0.58,STAR
17.072,17.444,17.731,17.792,17.971,0.175556,2.775,3.193,GALAXY
15.623,16.001,16.329,16.708,16.919,0.001712,0.581,0.51,STAR
19.711,19.86,20.184,20.317,20.429,1.450906,1.062,0.703,QSO
17.383,17.717,17.947,18.104,18.181,0.001619,0.483,0.444,STAR
17.666,18.028,18.779,18.801,19.22,0.532685,2.356,1.08,GALAXY
15.025,15.242,15.552,15.866,15.916,0.000472,0.432,0.408,STAR
19.705,20.727,20.697,21.286,21.77,0.320747,2.738,2.565,GALAXY
14.417,14.824,15.203,15.311,15.295,0.00087,0.428,0.51,STAR
18.404,18.817,18.899,19.058,19.081,0.000752,0.437,0.499,STAR
19.665,20.057,20.03,20.366,20.558,0.247467,2.386,2.152,GALAXY
18.748,18.691,18.917,19.042,18.993,0.001068,0.52,0.661,STAR
17.664,17.632,18.447,18.773,19.037,0.259204,3.336,2.54,GALAXY
20.548,20.711,20.717,20.974,21.398,0.757344,2.569,4.139,GALAXY
21.689,21.732,21.996,22.563,22.739,0.317584,3.026,1.77,GALAXY
17.373,17.68,17.923,18.016,18.135,2.17978,0.848,1.557,QSO
21.754,22.447,22.96,23.253,23.368,-0.021165,2.602,2.804,GALAXY
17.917,18.563,18.857,18.969,19.427,0.55744,2.983,1.249,GALAXY
16.787,16.912,16.714,16.907,17.012,0.001091,0.38,0.658,STAR
19.391,19.864,20.107,20.712,21.088,-0.122291,1.703,1.808,GALAXY
21.058,21.784,21.76,21.914,22.127,0.222753,2.168,2.998,GALAXY
14.159,14.036,14.489,14.739,14.744,0.00081,0.387,0.494,STAR
18.944,19.454,19.273,19.582,19.745,0.001133,0.508,0.358,STAR
18.895,19.231,19.616,19.621,19.79,0.386899,3.549,2.557,GALAXY
16.75,16.827,17.007,17.0,17.061,0.585985,0.69,0.966,QSO
19.431,20.388,20.767,20.824,21.023,0.431608,3.923,2.486,GALAXY
17.14,17.459,17.5,17.584,17.624,1.379149,0.799,1.11,QSO
17.454,17.881,18.102,18.473,18.824,0.37253,2.71,0.5,GALAXY
15.616,15.939,16.22,16.279,16.261,0.001689,0.65,0.551,STAR
18.009,18.358,18.928,19.114,19.477,0.458219,1.339,3.361,GALAXY
18.872,19.434,19.667,19.644,19.741,0.001374,0.39,0.422,STAR
16.05,16.446,16.642,16.658,16.74,0.001237,0.559,0.639,STAR
20.581,20.826,21.35,21.322,21.319,0.267043,1.899,3.114,GALAXY
16.772,16.923,17.164,17.193,17.237,0.497643,0.97,1.135,QSO
18.416,18.682,18.863,19.161,19.2,0.001586,0.556,0.487,STAR
19.678,20.217,20.968,21.439,21.542,-0.086631,2.721,1.475,GALAXY
15.03,15.216,15.442,15.587,15.724,0.00107,0.459,0.613,STAR
18.856,19.247,19.192,19.285,19.591,0.410788,1.484,2.084,GALAXY
18.847,18.901,18.968,19.011,19.02,0.807577,0.59,0.552,QSO
14.842,15.212,15.289,15.31,15.37,0.001135,0.601,0.591,STAR
19.065,19.515,19.525,19.644,19.779,0.00049,0.489,0.682,STAR
22.369,22.502,22.911,23.311,23.47,0.753365,3.138,2.326,GALAXY
16.096,16.452,16.681,16.972,16.949,0.002191,0.66,0.407,STAR
20.06,20.08,20.092,20.219,20.278,-0.62812,1.431,0.897,QSO
19.625,19.514,19.864,20.309,20.468,0.50941,3.002,0.875,GALAXY
17.828,18.124,18.379,18.512,18.608,0.000649,0.663,0.31,STAR
17.974,18.399,18.517,18.638,18.912,0.00135,0.519,0.36,STAR
17.182,17.653,17.995,18.035,18.266,0.000585,0.622,0.594,STAR
17.633,17.786,17.858,18.177,18.186,0.001641,0.386,0.576,STAR
18.652,18.688,18.581,18.697,18.903,0.022119,3.326,2.047,GALAXY
14.629,15.062,15.304,15.294,15.358,0.001576,0.405,0.494,STAR
17.324,17.661,17.79,17.842,17.953,1.135337,1.087,1.046,QSO
18.124,18.282,18.421,18.531,18.64,1.353892,0.704,0.576,QSO
20.919,21.507,21.668,21.516,21.524,0.001348,0.585,0.155,STAR
18.546,19.051,19.323,19.305,19.202,5.6e-05,0.406,0.594,STAR
22.478,22.684,23.443,23.656,23.896,0.372394,1.788,4.057,GALAXY
23.395,23.66,23.801,23.948,24.03,0.275203,1.143,1.379,QSO
15.983,16.668,16.808,17.018,17.048,0.00189,0.407,0.528,STAR
20.754,21.191,21.486,21.777,21.974,0.001007,0.517,0.607,STAR
19.838,20.132,20.052,20.081,20.28,0.001452,0.567,0.435,STAR
20.162,20.334,21.046,21.117,21.191,0.278752,2.107,2.683,GALAXY
22.007,22.445,22.891,23.594,23.825,0.476359,2.554,3.076,GALAXY
16.842,17.207,18.012,18.146,18.446,0.269656,2.265,3.937,GALAXY
16.87,17.132,17.484,17.574,17.717,0.000689,0.253,0.42,STAR
15.987,16.216,16.704,17.047,17.117,0.001078,0.584,0.475,STAR
20.354,20.713,21.699,21.74,21.842,0.808107,3.603,0.834,GALAXY
18.465,19.356,19.504,20.092,20.443,0.191597,3.168,2.15,GALAXY
